ML Number Display,Area Display,Street Full Address,Property Type,Property Subtype 1 Display,Listing Date,Status Date,Status Display,Listing Price,Selling Price
21903435,Mill Valley,"787 Marin Dr, Mill Valley, CA 94941-3918",RESI,Single Family,8/10/18,3/16/19,Sold,"995,000","1,080,000"
21903057,Mill Valley,"491 Green Glen Way, Mill Valley, CA 94941-4018",RESI,Single Family,1/27/19,5/20/19,Sold,"1,675,000","1,620,000"
21824473,Mill Valley,"485 Green Glen Way, Mill Valley, CA 94941-4018",RESI,Single Family,9/26/18,2/26/19,Sold,"1,699,000","1,582,500"
21908915,Mill Valley,"483 Green Glen Way, Mill Valley, CA 94941-4018",RESI,Single Family,4/18/19,5/16/19,Sold,"1,195,000","1,210,000"
21901094,Sausalito,"75 Crescent Ave, Sausalito, CA 94965-2315",RESI,Single Family,11/30/18,4/30/19,Sold,"1,299,000","1,310,000"
21911256,Sausalito,"31 Central Ave, Sausalito, CA 94965-2309",RESI,Single Family,5/7/19,6/26/19,Sold,"1,898,000","1,850,000"
21901525,Sausalito,"54 Lower Crescent Ave, Sausalito, CA 94965-2317",RESI,Single Family,12/14/18,1/23/19,Sold Off MLS,"5,300,000","5,300,000"
21911920,Sausalito,"29 Crescent Ave, Sausalito, CA 94965-2313",RESI,Single Family,4/2/19,6/13/19,Sold,"1,150,000","1,270,000"
21816272,Sausalito,"202 Valley St #5, Sausalito, CA 94965-2539",RESI,Single Family,6/1/18,3/30/19,Sold,"3,795,000","3,600,000"
21902388,Sausalito,"273 Santa Rosa Ave, Sausalito, CA 94965-2036",RESI,Single Family,2/4/19,3/14/19,Sold,"1,425,000","1,425,000"
21830226,Mill Valley,"368 Shoreline Hwy, Mill Valley, CA 94941-3854",RESI,Single Family,11/28/18,1/13/19,Sold,"799,000","785,000"
21904479,Mill Valley,"30 Fern Way, Mill Valley, CA 94941-5012",RESI,Single Family,1/31/19,4/14/19,Sold,"1,745,000","1,760,000"
21909236,Mill Valley,"20 Fern Way, Mill Valley, CA 94941-5012",RESI,Single Family,4/22/19,5/20/19,Sold,"1,495,000","1,778,000"
21910673,Mill Valley,"326 Tennessee Ave, Mill Valley, CA 94941-3840",RESI,Single Family,1/15/19,6/25/19,Sold,"1,495,000","1,500,000"
21904650,Mill Valley,"353 Tennessee Ave, Mill Valley, CA 94941-3841",RESI,Single Family,2/1/19,3/6/19,Sold Off MLS,"1,249,000","1,198,000"
21905023,Mill Valley,"300 Tennessee Ave, Mill Valley, CA 94941-3819",RESI,Single Family,3/27/18,5/17/19,Sold,"1,199,000","1,185,000"
21908453,Mill Valley,"404 Spruce St, Mill Valley, CA 94941-4035",RESI,Single Family,4/11/19,6/2/19,Sold,"925,000","1,077,000"
21906716,Mill Valley,"392 Shoreline Hwy, Mill Valley, CA 94941-3870",RESI,Condo/Coop,3/12/19,6/5/19,Sold,"849,000","830,000"
21904488,Mill Valley,"70 Morning Sun Ave, Mill Valley, CA 94941-4104",RESI,Single Family,1/21/19,4/4/19,Sold,"1,795,000","1,760,000"
21909754,Mill Valley,"113 Columbia Ave, Mill Valley, CA 94941-4149",RESI,Single Family,4/7/19,6/7/19,Sold,"1,295,000","1,306,000"
21905045,Mill Valley,"178 Almonte Blvd, Mill Valley, CA 94941-3559",RESI,Single Family,2/5/19,6/15/19,Sold,"1,499,000","1,465,000"
21914929,Mill Valley,"152 Stanford Ave, Mill Valley, CA 94941-3546",RESI,Single Family,1/31/19,6/11/19,Sold Off MLS,"1,450,000","1,650,000"
21828105,Sausalito,"131 Stanford Way, Sausalito, CA 94965-1453",RESI,Condo/Coop,10/11/18,1/2/19,Sold,"1,298,000","1,250,000"
21831080,Sausalito,"426 Locust St, Sausalito, CA 94965-1936",RESI,Single Family,11/19/18,2/20/19,Sold,"1,525,000","1,525,000"
21902917,Sausalito,"716 Spring St, Sausalito, CA 94965-1728",RESI,Condo/Coop,2/6/19,3/22/19,Sold,"1,585,000","1,700,000"
21901458,Sausalito,"10 Laurel Ln, Sausalito, CA 94965-1869",RESI,Single Family,1/18/19,5/21/19,Sold,"2,499,000","2,575,000"
21906848,Sausalito,"200 Cazneau Ave #A, Sausalito, CA 94965-1821",RESI,Condo/Coop,2/28/19,5/9/19,Sold,"1,350,000","1,600,000"
21903667,Sausalito,"33 Wray Ave, Sausalito, CA 94965-1830",RESI,Single Family,1/6/19,3/14/19,Sold Off MLS,"1,850,000","1,940,000"
21905248,Sausalito,"42 Platt Ave, Sausalito, CA 94965-1896",RESI,Single Family,3/10/19,4/22/19,Sold,"1,495,000","1,420,250"
21904428,Sausalito,"51 George Ln, Sausalito, CA 94965-1815",RESI,Single Family,3/3/19,6/11/19,Sold,"3,350,000","3,250,000"
21825729,Sausalito,"70 Monte Mar Dr, Sausalito, CA 94965-1877",RESI,Single Family,10/1/18,1/7/19,Sold,"2,495,000","2,495,000"
21908883,Sausalito,"40 Crecienta Ln, Sausalito, CA 94965-1841",RESI,Single Family,4/4/19,6/26/19,Sold,"3,350,000","3,350,000"
21901781,Sausalito,"609 Nevada St, Sausalito, CA 94965-1615",RESI,Condo/Coop,1/28/19,2/21/19,Sold,"1,150,000","1,185,000"
21911842,Sausalito,"53 Anchorage Rd, Sausalito, CA 94965-1627",RESI,Condo/Coop,4/29/19,6/18/19,Sold,"899,000","850,000"
21903452,Sausalito,"39 Willow Ln, Sausalito, CA 94965-1532",RESI,Condo/Coop,1/1/19,2/18/19,Sold,"987,000","987,517"
21907946,Sausalito,"119 Tomales St, Sausalito, CA 94965-1580",RESI,Condo/Coop,3/14/19,5/21/19,Sold,"1,165,000","1,200,000"
21911156,Sausalito,"47 Cypress Pl, Sausalito, CA 94965-1510",RESI,Condo/Coop,4/29/19,7/1/19,Sold,"799,000","810,000"
21906245,Sausalito,"36 Cypress Pl, Sausalito, CA 94965-1523",RESI,Condo/Coop,3/27/19,4/30/19,Sold,"820,000","820,000"
21829884,Sausalito,"195 Cypress Pl, Sausalito, CA 94965-1566",RESI,Condo/Coop,11/27/18,2/28/19,Sold,"769,000","759,000"
21909462,Greenbrae,"5 Almenar Dr, Greenbrae, CA 94904-1143",RESI,Single Family,3/19/19,5/21/19,Sold,"1,995,000","2,212,500"
21829027,Greenbrae,"71 Almenar Dr, Greenbrae, CA 94904-1143",RESI,Single Family,11/9/18,5/22/19,Sold,"1,395,000","1,440,000"
21908861,Greenbrae,"7 Los Cerros Dr, Greenbrae, CA 94904-1118",RESI,Single Family,4/4/19,7/3/19,Sold,"2,995,000","2,780,000"
21911371,Greenbrae,"50 Corte De Sabla Ct, Greenbrae, CA 94904-1310",RESI,Single Family,5/8/19,6/27/19,Sold,"1,249,000","1,455,000"
21827234,Greenbrae,"15 Corte Cayuga, Greenbrae, CA 94904-1307",RESI,Single Family,10/18/18,1/31/19,Sold,"2,250,000","2,210,000"
21904744,Greenbrae,"27 Via La Cumbre, Greenbrae, CA 94904-1330",RESI,Single Family,1/23/19,3/27/19,Sold,"1,995,000","2,200,000"
21903227,Greenbrae,"13 Parkside Way, Greenbrae, CA 94904-1347",RESI,Single Family,2/15/19,4/2/19,Sold,"2,895,000","3,050,000"
21900074,Greenbrae,"235 Via La Cumbre, Greenbrae, CA 94904-1334",RESI,Single Family,1/21/19,5/25/19,Sold,"1,795,000","1,720,000"
21907459,Greenbrae,"40 Corte Placida, Greenbrae, CA 94904-1320",RESI,Single Family,4/2/19,5/24/19,Sold,"1,100,000","1,110,000"
21900818,Greenbrae,"210 Via la Paz, Greenbrae, CA 94904-1244",RESI,Single Family,2/9/19,3/15/19,Sold,"1,650,000","1,625,000"
21905360,Greenbrae,"150 Via La Paz, Greenbrae, CA 94904-1242",RESI,Single Family,3/13/19,5/20/19,Sold,"2,595,000","2,475,000"
21916798,Greenbrae,"110 La Cuesta Dr, Greenbrae, CA 94904-1234",RESI,Single Family,5/25/19,7/1/19,Sold Off MLS,"1,875,000","1,835,000"
21910976,Greenbrae,"319 Eliseo Dr, Greenbrae, CA 94904-1326",RESI,Single Family,5/6/19,6/12/19,Sold,"2,495,000","2,675,000"
21907320,Greenbrae,"259 Eliseo Dr, Greenbrae, CA 94904-1324",RESI,Single Family,4/2/19,5/17/19,Sold,"1,049,000","1,333,333"
21907154,Greenbrae,"82 Cielo Dr, Greenbrae, CA 94904-1222",RESI,Single Family,4/1/19,6/26/19,Sold,"1,795,000","1,725,000"
21914866,Greenbrae,"87 Paseo Way, Greenbrae, CA 94904-1235",RESI,Single Family,5/8/19,6/11/19,Sold Off MLS,"1,349,000","1,345,000"
21904335,Greenbrae,"73 Corte Precita, Greenbrae, CA 94904-1342",RESI,Single Family,1/23/19,3/1/19,Sold Off MLS,"2,100,000","2,100,000"
21902454,Kentfield,"127 Hill Dr, Kentfield, CA 94904-1024",RESI,Single Family,2/5/19,6/26/19,Sold,"9,995,000","9,400,000"
21913696,Kentfield,"303 Palm Ave, Kentfield, CA 94904-1036",RESI,Single Family,4/14/19,5/30/19,Sold Off MLS,"4,550,000","4,550,000"
21909847,Kentfield,"124 Laurel Grove Ave, Kentfield, CA 94904-1551",RESI,Single Family,4/18/19,4/26/19,Sold Off MLS,"3,150,000","3,150,000"
21902194,Kentfield,"447 Palm Ave, Kentfield, CA 94904-1038",RESI,Single Family,10/24/18,3/7/19,Sold,"2,895,000","2,895,000"
21905444,Kentfield,"45 Quisisana Dr, Kentfield, CA 94904-1523",RESI,Single Family,3/29/19,5/20/19,Sold,"2,395,000","2,300,000"
21822452,Kentfield,"71 Toussin Ave, Kentfield, CA 94904-1420",RESI,Single Family,9/11/18,2/20/19,Sold,"3,100,000","2,975,000"
21907257,Kentfield,"52 Toussin Ave, Kentfield, CA 94904-1421",RESI,Single Family,2/12/19,4/2/19,Sold Off MLS,"1,495,000","1,500,000"
21902706,Kentfield,"9 Altamira Ave, Kentfield, CA 94904-1406",RESI,Single Family,2/16/19,4/1/19,Sold,"1,950,000","1,950,000"
21900512,Kentfield,"14 Terrace Ave, Kentfield, CA 94904-1529",RESI,Single Family,11/20/18,1/9/19,Sold Off MLS,"900,000","900,000"
21906186,Kentfield,"111 Oak Ave, Kentfield, CA 94904",RESI,Single Family,3/30/19,5/3/19,Sold,"3,895,000","3,875,000"
21827759,Kentfield,"13 Broadway, Kentfield, CA 94904-1506",RESI,Single Family,10/26/18,2/13/19,Sold,"1,425,000","1,350,000"
21827164,Kentfield,"30 Laurel Grove Ave, Kentfield, CA 94904-1559",RESI,Single Family,10/20/18,5/14/19,Sold,"1,875,000","1,830,000"
21907743,Kentfield,"6 Fay Dr, Kentfield, CA 94904-1022",RESI,Single Family,2/25/19,4/26/19,Sold,"3,500,000","3,535,000"
21901091,Mill Valley,"216 Richardson Dr, Mill Valley, CA 94941-2519",RESI,Single Family,9/7/18,3/10/19,Sold,"2,000,000","2,400,000"
21905996,Mill Valley,"219 Reed Blvd, Mill Valley, CA 94941-2503",RESI,Single Family,3/13/19,5/31/19,Sold,"2,500,000","2,400,000"
21907658,Mill Valley,"312 Richardson Dr, Mill Valley, CA 94941-2520",RESI,Single Family,3/29/19,5/28/19,Sold,"1,500,000","1,399,000"
21904618,Mill Valley,"379 E Strawberry Dr, Mill Valley, CA 94941-2577",RESI,Single Family,12/1/18,3/5/19,Sold Off MLS,"3,100,000","3,050,000"
21802503,Tiburon,"28 Teaberry Ln, Tiburon, CA 94920-1202",RESI,Single Family,2/3/18,6/21/19,Sold,"6,495,000","6,100,000"
21912992,Tiburon,"75 Rolling Hills Rd, Tiburon, CA 94920-1501",RESI,Single Family,5/23/19,6/12/19,Sold,"4,995,000","4,995,000"
21913871,Tiburon,"24 Lyford Dr, Tiburon, CA 94920-1708",RESI,Condo/Coop,6/1/19,6/27/19,Sold,"1,495,000","1,510,000"
21911602,Kentfield,"5 Kentdale Ln, Kentfield, CA 94904-1003",RESI,Single Family,3/3/19,6/10/19,Sold,"1,395,000","1,425,000"
21908140,Kentfield,"20 Wolfe Grade, Kentfield, CA 94904-1012",RESI,Single Family,4/20/19,5/22/19,Sold,"1,125,000","1,320,000"
21809850,Kentfield,"34 Wolfe Grade, Kentfield, CA 94904-1054",RESI,Single Family,4/22/18,2/14/19,Sold,"1,797,000","1,600,000"
21907078,Kentfield,"35 Ross Ter, Kentfield, CA 94904",RESI,Single Family,2/27/19,4/1/19,Sold Off MLS,"2,200,000","2,050,000"
21902429,Kentfield,"33 Ross Ter, Kentfield, CA 94904-1474",RESI,Single Family,10/5/18,2/28/19,Sold,"1,995,000","1,995,000"
21824543,Ross,"20 Ross Ter, Ross, CA 94957-9634",RESI,Single Family,8/6/18,3/8/19,Sold,"2,595,000","2,595,000"
21907456,Ross,"112 Winding Way, Ross, CA 94957-9696",RESI,Single Family,1/15/19,4/8/19,Sold Off MLS,"3,650,000","3,550,000"
21901898,Ross,"12 Garden Rd, Ross, CA 94957",RESI,Single Family,1/30/19,3/5/19,Sold,"2,100,000","2,174,250"
21830773,Ross,"20 Winship Rd, Ross, CA 94957",RESI,Single Family,12/6/18,2/8/19,Sold,"1,150,000","1,250,000"
21907567,Ross,"20 El Camino Bueno, Ross, CA 94957",RESI,Single Family,3/22/19,5/3/19,Sold,"2,400,000","2,488,000"
21825469,Ross,"104 Laurel Grove Ave, Ross, CA 94957",RESI,Single Family,10/10/18,4/8/19,Sold,"13,500,000","12,450,000"
21812064,Ross,"46 Sir Francis Drake Blvd, Ross, CA 94957-9601",RESI,Single Family,5/13/18,4/2/19,Sold,"3,195,000","3,400,000"
21902018,Ross,"4 Woodhaven Rd, Ross, CA 94957",RESI,Single Family,8/8/18,3/11/19,Sold,"1,950,000","2,250,000"
21913492,Ross,"101 Upper Rd, Ross, CA 94957-9686",RESI,Single Family,2/25/19,5/29/19,Sold Off MLS,"2,995,000","3,100,000"
21908736,Ross,"1 Hillgirt Dr, Ross, CA 94957-9658",RESI,Single Family,11/5/18,6/5/19,Sold,"1,995,000","1,750,000"
21908540,Ross,"11 Olive Ave, Ross, CA 94957-6018",RESI,Single Family,4/24/19,5/7/19,Sold,"3,275,000","3,400,000"
21902420,Ross,"1 East Rd E, Ross, CA 94957-9653",RESI,Single Family,1/21/19,3/15/19,Sold,"2,100,000","2,250,000"
21908907,Ross,"22 Woodside Way, Ross, CA 94957-9698",RESI,Single Family,4/24/19,5/14/19,Sold,"1,800,000","1,800,000"
21909423,Ross,"27 Sir Francis Drake Blvd, Ross, CA 94957",RESI,Single Family,4/23/19,5/24/19,Sold,"1,495,000","1,730,000"
21904501,Ross,"15 Madrona Ave, Ross, CA 94957-9667",RESI,Single Family,3/5/19,5/17/19,Sold,"3,695,000","3,508,000"
21905696,Ross,"7 Willow Hill Rd, Ross, CA 94957-9694",RESI,Single Family,3/19/19,4/25/19,Sold,"3,995,000","4,159,950"
21905810,Ross,"51 Bridge Rd, Ross, CA 94957-9631",RESI,Single Family,3/20/19,6/21/19,Sold,"2,349,000","2,250,000"
21906872,Kentfield,"40 Diablo Dr, Kentfield, CA 94904-2604",RESI,Single Family,3/30/19,6/28/19,Sold,"7,495,000","7,350,000"
21910114,Kentfield,"16 Madrone Way, Kentfield, CA 94904-2831",RESI,Single Family,5/1/19,6/10/19,Sold,"3,995,000","3,995,000"
21907846,Kentfield,"233 Woodland Rd, Kentfield, CA 94904-2631",RESI,Single Family,3/11/19,6/11/19,Sold,"7,388,000","7,150,000"
21909255,Kentfield,"35 Idlewood Rd, Kentfield, CA 94904-2754",RESI,Single Family,1/24/19,5/7/19,Sold,"1,899,000","2,050,000"
21905315,Kentfield,"207 Evergreen Dr, Kentfield, CA 94904--270",RESI,Single Family,10/31/18,3/13/19,Sold Off MLS,"4,395,000","4,395,000"
21911762,Kentfield,"27 Evergreen Dr, Kentfield, CA 94904-2825",RESI,Single Family,5/1/19,5/15/19,Sold Off MLS,"3,995,000","3,850,000"
21900443,Kentfield,"216 S Ridgewood Rd, Kentfield, CA 94904-2734",RESI,Single Family,3/12/18,5/16/19,Sold,"3,995,000","3,725,000"
21905732,Kentfield,"10 Black Log Rd, Kentfield, CA 94904-2802",RESI,Single Family,3/20/19,4/23/19,Sold,"2,195,000","2,075,000"
21828393,Kentfield,"90 Estelle Ave, Kentfield, CA 94904-2808",RESI,Single Family,10/31/18,3/13/19,Sold,"2,350,000","2,200,000"
21906179,Kentfield,"26 Fern Rd, Kentfield, CA 94904-2810",RESI,Single Family,3/22/19,4/24/19,Sold,"1,395,000","1,365,000"
21905021,Kentfield,"109 Crown Rd, Kentfield, CA 94904-2705",RESI,Single Family,3/11/19,5/23/19,Sold,"3,695,000","3,635,000"
21910153,Kentfield,"136 Upland Rd, Kentfield, CA 94904-2738",RESI,Single Family,3/26/19,6/4/19,Sold,"2,195,000","2,250,000"
21822514,Kentfield,"2 Coronet Way, Kentfield, CA 94904",RESI,Single Family,8/20/18,2/9/19,Sold,"2,725,000","2,650,000"
21910292,Kentfield,"225 S Ridgewood Rd, Kentfield, CA 94904-2733",RESI,Single Family,4/30/19,6/25/19,Sold,"2,595,000","2,450,000"
21904148,Kentfield,"351 Evergreen Dr, Kentfield, CA 94904-2709",RESI,Single Family,2/26/19,5/23/19,Sold,"10,995,000","10,500,000"
21914780,Kentfield,"321 Evergreen Dr, Kentfield, CA 94904",RESI,Single Family,6/4/19,6/10/19,Sold Off MLS,"4,150,000","4,150,000"
21826745,Point Reyes,"95 Cherry Tree Ln, Pt. Reyes Station, CA 94956",RESI,Single Family,10/12/18,1/15/19,Sold,"2,349,000","2,355,000"
21907253,Point Reyes,"20 Tomasini Cyn, Pt. Reyes Station, CA 94956",RESI,Single Family,3/31/19,4/22/19,Sold,"1,650,000","1,700,000"
21826634,Point Reyes,"250 B St, Pt. Reyes Station, CA 94956",RESI,Single Family,10/1/18,1/2/19,Sold,"899,000","845,000"
21906413,Nicasio,"110 La Canada Rd, Nicasio, CA 94946-9732",RESI,Single Family,2/17/19,4/8/19,Sold Off MLS,"1,349,000","1,349,000"
21808757,Nicasio,"1 Lafranchi Ln, Nicasio, CA 94946",RESI,Single Family,6/7/17,6/29/19,Sold,"2,249,000","2,200,000"
21907416,Novato,"332 San Luis Way, Novato, CA 94945-1630",RESI,Single Family,1/29/19,4/3/19,Sold Off MLS,"900,000","908,000"
21901776,Novato,"7 Carmen Ct, Novato, CA 94945-1619",RESI,Single Family,1/13/19,3/6/19,Sold,"979,000","1,005,000"
21913468,Novato,"240 San Carlos Way, Novato, CA 94945-1674",RESI,Single Family,4/8/19,5/29/19,Sold Off MLS,"879,000","879,000"
21903098,Novato,"11 Elena Ct, Novato, CA 94945-1709",RESI,Single Family,2/12/19,3/1/19,Sold,"840,000","820,000"
21826503,Novato,"2161 Feliz Dr, Novato, CA 94945-1707",RESI,Single Family,10/9/18,1/7/19,Sold,"825,000","805,000"
21827762,Novato,"230 San Luis Way, Novato, CA 94945-1761",RESI,Single Family,10/29/18,1/16/19,Sold,"849,900","790,000"
21826093,Novato,"102 Spruce Pl, Novato, CA 94945-1124",RESI,Condo/Coop,10/4/18,1/28/19,Sold,"629,000","625,000"
21908059,Novato,"9 Cottonwood Pl, Novato, CA 94945-1109",RESI,Condo/Coop,2/15/19,4/26/19,Sold,"625,000","600,000"
21823050,Novato,"806 Juniper Pl, Novato, CA 94945-1112",RESI,Condo/Coop,8/21/18,1/24/19,Sold,"649,000","649,000"
21906058,Sausalito,"100 South St #112, Sausalito, CA 94965",RESI,Condo/Coop,3/18/19,6/28/19,Sold,"835,000","820,000"
21829965,Sausalito,"100 South St #317, Sausalito, CA 94965-2572",RESI,Condo/Coop,11/30/18,2/21/19,Sold,"1,085,000","1,000,000"
21819219,Sausalito,"12 Crescent Ave, Sausalito, CA 94965-2314",RESI,Single Family,7/23/18,1/15/19,Sold,"2,149,000","2,100,000"
21905158,Novato,"472 San Marin Dr, Novato, CA 94945-1347",RESI,Single Family,2/8/19,4/12/19,Sold,"785,000","795,000"
21900790,Novato,"493 San Marin Dr #A, Novato, CA 94945-1335",RESI,Condo/Coop,1/13/19,3/6/19,Sold,"579,000","579,000"
21903211,Novato,"1029 Valle View Ct, Novato, CA 94945-1660",RESI,Single Family,2/5/19,2/28/19,Sold,"1,549,000","1,550,000"
21821898,Pet/Marin Unincorp,"1285 San Antonio Rd, Petaluma, CA 94952-9518",RESI,Single Family,8/21/18,6/10/19,Sold,"1,590,000","1,341,000"
21900064,Novato,"55 Taurus Dr, Novato, CA 94947-1921",RESI,Single Family,1/1/19,2/6/19,Sold,"809,000","797,100"
21903696,Novato,"2584 Center Rd, Novato, CA 94947-1941",RESI,Single Family,2/21/19,5/6/19,Sold,"699,999","700,000"
21911806,Novato,"2579 Center Rd, Novato, CA 94947-1939",RESI,Single Family,5/21/19,6/28/19,Sold,"825,000","810,000"
21906099,Novato,"71 Trish Dr, Novato, CA 94947-1923",RESI,Single Family,3/22/19,5/17/19,Sold,"799,000","805,000"
21827907,Novato,"41 Stasia Dr, Novato, CA 94947-1978",RESI,Single Family,10/26/18,2/21/19,Sold,"790,000","790,000"
21911764,Novato,"55 San Joaquin Pl, Novato, CA 94947-1958",RESI,Single Family,4/29/19,6/19/19,Sold,"849,000","825,000"
21828456,Novato,"200 Daryl Ave, Novato, CA 94947-1956",RESI,Single Family,10/17/18,2/14/19,Sold,"852,500","852,500"
21906712,Novato,"2685 Center Rd, Novato, CA 94947",RESI,Single Family,2/20/19,3/27/19,Sold Off MLS,"639,000","700,000"
21911010,Novato,"135 michele Cir, Novato, CA 94947-1928",RESI,Single Family,5/6/19,6/11/19,Sold,"799,500","821,500"
21911944,Novato,"175 Michele Cir, Novato, CA 94947-1989",RESI,Single Family,5/13/19,6/7/19,Sold,"700,000","650,000"
21904262,Novato,"120 Michele Cir, Novato, CA 94947-1929",RESI,Single Family,2/21/19,5/13/19,Sold,"765,000","758,000"
21913706,Novato,"50 Verissimo Dr, Novato, CA 94947-3630",RESI,Single Family,2/18/19,5/30/19,Sold Off MLS,"1,799,000","1,765,000"
21830385,Novato,"66 Aronia Ln, Novato, CA 94945-1805",RESI,Condo/Coop,12/5/18,4/1/19,Sold,"629,000","625,000"
21830885,Novato,"67 Aronia Ln, Novato, CA 94945-1804",RESI,Condo/Coop,1/21/19,2/19/19,Sold,"669,000","660,000"
21830952,Novato,"180 Escallonia Dr, Novato, CA 94945-1811",RESI,Condo/Coop,12/17/18,6/12/19,Sold,"549,000","523,000"
21829743,Novato,"81 Gazania Ct, Novato, CA 94945-1814",RESI,Condo/Coop,11/23/18,4/2/19,Sold,"639,000","610,000"
21909473,Novato,"80 Sanchez Way, Novato, CA 94947-1954",RESI,Single Family,3/18/19,4/23/19,Sold Off MLS,"1,100,000","1,100,000"
21905165,Novato,"1131 Santolina Dr, Novato, CA 94945-1854",RESI,Single Family,12/5/18,4/23/19,Sold,"779,000","787,000"
21904935,Novato,"202 Butterfield Dr, Novato, CA 94945-441",RESI,Single Family,11/16/18,3/8/19,Sold Off MLS,"1,075,000","1,075,000"
21910013,Novato,"203 Butterfield Dr, Novato, CA 94945-1443",RESI,Single Family,4/30/19,6/2/19,Sold,"1,150,000","1,200,000"
21902541,Novato,"112 Cobblestone Ct, Novato, CA 94945-1475",RESI,Single Family,2/5/19,3/8/19,Sold,"1,250,000","1,240,000"
21900726,Novato,"50 Little Creek Ln, Novato, CA 94945-1458",RESI,Condo/Coop,1/23/19,3/27/19,Sold,"700,000","697,000"
21913423,Novato,"63 Bridle Path Ln, Novato, CA 94945-1473",RESI,Condo/Coop,5/28/19,6/25/19,Sold,"599,000","611,000"
21828768,Tiburon,"36 Linda Vista Ave, Tiburon, CA 94920-1981",RESI,Single Family,10/31/18,1/2/19,Sold,"4,695,000","4,695,000"
21905209,Tiburon,"2641 Paradise Dr, Tiburon, CA 94920-1215",RESI,Single Family,2/26/19,5/1/19,Sold,"1,995,000","1,895,000"
21913508,Tiburon,"405 Paradise Dr, Tiburon, CA 94920-2538",RESI,Condo/Coop,5/1/19,5/29/19,Sold Off MLS,"3,400,000","3,420,000"
21829135,Tiburon,"17 Lagoon Vista, Tiburon, CA 94920",RESI,Condo/Coop,11/12/18,6/18/19,Sold,"2,195,000","2,135,000"
21825751,Tiburon,"29 Lagoon Vis, Tiburon, CA 94920-2563",RESI,Condo/Coop,9/12/18,4/1/19,Sold,"1,450,000","1,405,000"
21903487,Belvedere,"70 San Rafael Ave, Belvedere, CA 94920-2347",RESI,Single Family,2/16/19,4/26/19,Sold,"3,295,000","3,140,000"
21908642,Belvedere,"4 Windward Rd, Belvedere, CA 94920-2341",RESI,Single Family,4/15/19,5/3/19,Sold,"2,895,000","2,900,000"
21906089,Belvedere,"32 Windward Rd, Belvedere, CA 94920-2341",RESI,Single Family,1/29/19,4/16/19,Sold,"3,260,000","3,580,000"
21829185,Belvedere,"3 Edgewater Rd, Belvedere, CA 94920-2315",RESI,Single Family,11/11/18,1/8/19,Sold,"4,475,000","4,250,000"
21905959,Belvedere,"44 Peninsula Rd, Belvedere, CA 94920-2326",RESI,Single Family,3/21/19,4/11/19,Sold,"2,299,900","2,450,000"
21828723,Belvedere,"8 Peninsula Rd, Belvedere, CA 94920-2326",RESI,Single Family,11/2/18,3/22/19,Sold,"3,995,000","3,978,000"
21811890,Belvedere,"31 Alcatraz Ave, Belvedere, CA 94920-2501",RESI,Single Family,5/11/18,5/14/19,Sold,"5,449,000","5,100,000"
21909139,Belvedere,"80 Alcatraz Ave, Belvedere, CA 94920-2504",RESI,Single Family,4/19/19,5/13/19,Sold,"6,995,000","7,200,000"
21907967,Belvedere,"7 N Point Cir, Belvedere, CA 94920",RESI,Single Family,5/9/19,6/3/19,Sold,"2,850,000","3,250,000"
21905233,Belvedere,"209 San Rafael Ave, Belvedere, CA 94920-2331",RESI,Single Family,3/12/19,5/23/19,Sold,"2,995,000","2,803,125"
21900880,Belvedere,"11 Bayview Ave, Belvedere, CA 94920-2302",RESI,Single Family,1/14/19,3/13/19,Sold,"3,650,000","3,500,000"
21908357,Belvedere,"309 San Rafael Ave, Belvedere, CA 94920-2333",RESI,Single Family,1/22/19,4/12/19,Sold Off MLS,"1,975,000","1,975,000"
21900631,Novato,"28 Mendocino Ln, Novato, CA 94947-2085",RESI,Single Family,1/11/18,3/6/19,Sold,"799,000","825,000"
21911651,Novato,"65 Pico Vis, Novato, CA 94947",RESI,Single Family,5/11/19,6/19/19,Sold,"745,000","735,500"
21908872,Novato,"12 Erica Ct, Novato, CA 94947-1900",RESI,Single Family,4/22/19,5/21/19,Sold,"1,550,000","1,600,000"
21902576,Novato,"60 Eames Ct, Novato, CA 94947-2033",RESI,Single Family,1/10/19,2/6/19,Sold Off MLS,"980,000","1,010,000"
21905916,Novato,"820 Eucalyptus Ave, Novato, CA 94947-2035",RESI,Single Family,3/3/19,6/14/19,Sold,"1,549,000","1,549,000"
21830879,Novato,"35 Theresa Ct, Novato, CA 94947-2026",RESI,Single Family,12/12/18,1/18/19,Sold,"999,000","1,010,000"
21906985,Novato,"18 Sharilyn Ln, Novato, CA 94947-2022",RESI,Single Family,4/1/19,6/9/19,Sold,"795,000","795,000"
21903858,Novato,"115 Grande Vis, Novato, CA 94947-2009",RESI,Single Family,3/4/19,5/10/19,Sold,"725,000","720,000"
21903313,Novato,"24 Holstrom Cir, Novato, CA 94947-2073",RESI,Single Family,1/19/19,4/17/19,Sold,"890,000","890,000"
21907322,Novato,"120 Holstrom Cir, Novato, CA 94947-2072",RESI,Single Family,4/2/19,4/24/19,Sold,"999,000","1,022,500"
21910274,Novato,"60 Sierra Vis, Novato, CA 94947-2024",RESI,Single Family,4/30/19,5/22/19,Sold,"725,000","725,000"
21829519,Tomales,"140 John St, Tomales, CA 94971",RESI,Single Family,11/10/18,2/22/19,Sold,"795,000","760,000"
